ticker,published_at,published_date,source,source_domain,url,title,summary,text,overall_sentiment_score,overall_sentiment_label,relevance_score,ticker_sentiment_score,ticker_sentiment_label,sentiment_score,sentiment_label_raw,sentiment_source,sentiment_label,trading_date,original_published_date,is_non_trading_day
AAPL,2025-12-30 09:02:56,2025-12-30,MarketBeat,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-beech-hill-advisors-inc-reduces-position-in-apple-inc-aapl-2025-12-30/,Beech Hill Advisors Inc. Reduces Position in Apple Inc. $AAPL,"Beech Hill Advisors Inc. decreased its stake in Apple Inc. by 11.7% in the third quarter, selling 3,367 shares and now holding 25,435 shares valued at $6.48 million. Despite this reduction, Apple remains its fourth-largest position, accounting for 3.0% of its portfolio. The company reported strong quarterly earnings, beating analyst expectations, and maintains a ""Moderate Buy"" consensus rating though insiders have heavily sold shares recently.","Beech Hill Advisors Inc. Reduces Position in Apple Inc. $AAPL. Beech Hill Advisors Inc. decreased its stake in Apple Inc. by 11.7% in the third quarter, selling 3,367 shares and now holding 25,435 shares valued at $6.48 million. Despite this reduction, Apple remains its fourth-largest position, accounting for 3.0% of its portfolio. The company reported strong quarterly earnings, beating analyst expectations, and maintains a ""Moderate Buy"" consensus rating though insiders have heavily sold shares recently.",0.261196,Somewhat-Bullish,1.0,0.287575,Somewhat-Bullish,0.287575,Somewhat-Bullish,alpha_vantage_ticker_sentiment,positive,,2025-12-30,True
AAPL,2025-12-30 09:07:49,2025-12-30,MarketBeat,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-brighton-jones-llc-grows-stock-holdings-in-apple-inc-aapl-2025-12-30/,Brighton Jones LLC Grows Stock Holdings in Apple Inc. $AAPL,"Brighton Jones LLC increased its holdings in Apple Inc. (NASDAQ:AAPL) by 0.6% in the third quarter, bringing its total ownership to 533,728 shares valued at $135.9 million, making it their third-largest holding. This increase comes as Apple reported strong Q3 earnings, beating EPS and revenue estimates, and analysts maintain a ""Moderate Buy"" rating with price targets in the low-to-mid $300s. Despite substantial insider selling, institutional interest remains high, with other major funds also adjusting their stakes in the tech giant amidst positive sentiment regarding Apple's potential for double-digit revenue growth and AI integration.","Brighton Jones LLC Grows Stock Holdings in Apple Inc. $AAPL. Brighton Jones LLC increased its holdings in Apple Inc. (NASDAQ:AAPL) by 0.6% in the third quarter, bringing its total ownership to 533,728 shares valued at $135.9 million, making it their third-largest holding. This increase comes as Apple reported strong Q3 earnings, beating EPS and revenue estimates, and analysts maintain a ""Moderate Buy"" rating with price targets in the low-to-mid $300s. Despite substantial insider selling, institutional interest remains high, with other major funds also adjusting their stakes in the tech giant amidst positive sentiment regarding Apple's potential for double-digit revenue growth and AI integration.",0.324685,Somewhat-Bullish,1.0,0.308812,Somewhat-Bullish,0.308812,Somewhat-Bullish,alpha_vantage_ticker_sentiment,positive,,2025-12-30,True
AAPL,2025-12-30 09:09:34,2025-12-30,openPR.com,openPR.com,https://www.openpr.com/news/4332157/japan-s-telemedicine-and-ai-driven-healthcare-adoption-propel,"Japan's Telemedicine and AI-Driven Healthcare Adoption Propel Growth in the Digital Health Market | Top Companies - Koninklijke Philips N.V., Medtronic plc, GE HealthCare, Siemens Healthineers, Teladoc Health","The digital health market is projected to grow at a CAGR of 20.6% during 2025-2033, reaching US$ 1,907.21 billion by 2033, driven by rapid adoption of telemedicine, wearable devices, mobile health applications, and AI-driven solutions. Japan, in particular, is witnessing significant advancements with AI-powered platforms, mobile health apps, telemedicine collaborations, and insurance reimbursements for digital therapeutics. The Asia Pacific region leads the market with a 45% share due to increasing adoption and government initiatives.","Japan's Telemedicine and AI-Driven Healthcare Adoption Propel Growth in the Digital Health Market | Top Companies - Koninklijke Philips N.V., Medtronic plc, GE HealthCare, Siemens Healthineers, Teladoc Health. The digital health market is projected to grow at a CAGR of 20.6% during 2025-2033, reaching US$ 1,907.21 billion by 2033, driven by rapid adoption of telemedicine, wearable devices, mobile health applications, and AI-driven solutions. Japan, in particular, is witnessing significant advancements with AI-powered platforms, mobile health apps, telemedicine collaborations, and insurance reimbursements for digital therapeutics. The Asia Pacific region leads the market with a 45% share due to increasing adoption and government initiatives.",0.285323,Somewhat-Bullish,0.625001,0.280902,Somewhat-Bullish,0.280902,Somewhat-Bullish,alpha_vantage_ticker_sentiment,positive,,2025-12-30,True
AAPL,2025-12-30 09:17:30,2025-12-30,SpeedMe.ru,SpeedMe.ru,https://speedme.ru/en/posts/id21970-gm-carplay-glitch-hits-colorado-and-canyon-steering-controls,GM CarPlay glitch hits Colorado and Canyon steering controls,"General Motors has confirmed a software glitch affecting 2023-2025 Chevrolet Colorado and GMC Canyon models, where the left steering-wheel preset buttons become unresponsive when Apple CarPlay is active. GM has issued a dealer bulletin stating that a fix is under development, with an initial adjustment procedure available for 2025 trucks. Owners of 2023-2024 models will need to wait for a finalized repair protocol.","GM CarPlay glitch hits Colorado and Canyon steering controls. General Motors has confirmed a software glitch affecting 2023-2025 Chevrolet Colorado and GMC Canyon models, where the left steering-wheel preset buttons become unresponsive when Apple CarPlay is active. GM has issued a dealer bulletin stating that a fix is under development, with an initial adjustment procedure available for 2025 trucks. Owners of 2023-2024 models will need to wait for a finalized repair protocol.",-0.121272,Neutral,0.715363,-0.142032,Neutral,-0.142032,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
AAPL,2025-12-30 09:30:32,2025-12-30,AD HOC NEWS,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/the-truth-about-skyworks-solutions-the-chip-powerhouse-suddenly/68440785,The Truth About Skyworks Solutions: The Chip Powerhouse Suddenly Everyone’s Watching,"Skyworks Solutions, a leading chip manufacturer that enables wireless connectivity in devices like smartphones, has seen a sudden surge in online interest. The company is gaining attention from investors and tech enthusiasts due to its crucial role in 5G and various IoT applications beyond just phones, though it faces challenges from dependency on major smartphone brands and fierce competition. While not a flashy consumer brand, its foundational technology makes it a significant player in the tech landscape.","The Truth About Skyworks Solutions: The Chip Powerhouse Suddenly Everyone’s Watching. Skyworks Solutions, a leading chip manufacturer that enables wireless connectivity in devices like smartphones, has seen a sudden surge in online interest. The company is gaining attention from investors and tech enthusiasts due to its crucial role in 5G and various IoT applications beyond just phones, though it faces challenges from dependency on major smartphone brands and fierce competition. While not a flashy consumer brand, its foundational technology makes it a significant player in the tech landscape.",0.143694,Neutral,0.717862,0.110148,Neutral,0.110148,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
AAPL,2025-12-30 09:54:10,2025-12-30,AD HOC NEWS,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/garmin-ltd-how-a-legacy-navigation-brand-quietly-became-a/68440851,Garmin Ltd.: How a ‘Legacy’ Navigation Brand Quietly Became a Wearables Powerhouse,"Garmin Ltd. has transformed from a traditional GPS navigation company into a dominant force in multisport wearables and aviation technology, effectively competing with major players like Apple, Samsung, and Polar. The company's strategy focuses on specialized, durable, and ecosystem-integrated devices for athletes, pilots, and outdoor enthusiasts, prioritizing reliability and advanced metrics over generic consumer tech. This strategic shift has diversified its revenue streams and created defensible market niches, appealing to long-term investors seeking stable technology and industrial hybrid growth.","Garmin Ltd.: How a ‘Legacy’ Navigation Brand Quietly Became a Wearables Powerhouse. Garmin Ltd. has transformed from a traditional GPS navigation company into a dominant force in multisport wearables and aviation technology, effectively competing with major players like Apple, Samsung, and Polar. The company's strategy focuses on specialized, durable, and ecosystem-integrated devices for athletes, pilots, and outdoor enthusiasts, prioritizing reliability and advanced metrics over generic consumer tech. This strategic shift has diversified its revenue streams and created defensible market niches, appealing to long-term investors seeking stable technology and industrial hybrid growth.",0.251568,Somewhat-Bullish,0.709624,0.109615,Neutral,0.109615,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
AAPL,2025-12-30 10:08:09,2025-12-30,AD HOC NEWS,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/garmin-ltd-how-a-legacy-navigation-brand-quietly-became-a/68440851,Garmin Ltd.: How a ‘Legacy’ Navigation Brand Quietly Became a Wearables Powerhouse,"Garmin Ltd. has transformed from a traditional GPS navigation company into a dominant force in multisport wearables and aviation technology, effectively competing with major tech brands like Apple, Samsung, and Polar. The company's strategy focuses on specialized, durable devices with long battery life and deep analytics for athletes, pilots, and outdoor professionals, distinguishing itself from general consumer electronics. This pivot validates its position as a diversified technology company with defensible niches, offering investors a more stable profile than many consumer hardware counterparts.","Garmin Ltd.: How a ‘Legacy’ Navigation Brand Quietly Became a Wearables Powerhouse. Garmin Ltd. has transformed from a traditional GPS navigation company into a dominant force in multisport wearables and aviation technology, effectively competing with major tech brands like Apple, Samsung, and Polar. The company's strategy focuses on specialized, durable devices with long battery life and deep analytics for athletes, pilots, and outdoor professionals, distinguishing itself from general consumer electronics. This pivot validates its position as a diversified technology company with defensible niches, offering investors a more stable profile than many consumer hardware counterparts.",0.265679,Somewhat-Bullish,0.707618,0.100128,Neutral,0.100128,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
AAPL,2025-12-30 10:40:00,2025-12-30,Finviz,Finviz,https://finviz.com/news/264340/ibm-became-an-ai-powerhouse-in-2025,IBM Became an AI Powerhouse in 2025,"IBM reinvented itself in 2025 as a leader in AI by focusing on delivering AI solutions to enterprise customers through consulting services and software, a strategy that yielded $9.5 billion in AI-related business. Despite skepticism about AI data center spending, CEO Arvind Krishna's approach aims to unlock trillions in enterprise productivity. The company's stock, though not a bargain, remains a solid investment given its AI growth potential and expected $14 billion in free cash flow for the year.","IBM Became an AI Powerhouse in 2025. IBM reinvented itself in 2025 as a leader in AI by focusing on delivering AI solutions to enterprise customers through consulting services and software, a strategy that yielded $9.5 billion in AI-related business. Despite skepticism about AI data center spending, CEO Arvind Krishna's approach aims to unlock trillions in enterprise productivity. The company's stock, though not a bargain, remains a solid investment given its AI growth potential and expected $14 billion in free cash flow for the year.",0.21192,Somewhat-Bullish,0.568665,0.101905,Neutral,0.101905,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
AAPL,2025-12-30 11:05:00,2025-12-30,Bloomberg Law News,Bloomberg Law News,https://news.bloomberglaw.com/ip-law/apple-samsung-charter-highlight-texas-patent-trials-in-2026,"Apple, Samsung, Charter Highlight Texas Patent Trials in 2026","Texas will host several high-profile patent infringement trials in 2026, featuring major companies like Apple Inc., Samsung Electronics Co., and Charter Communications Inc. These cases will be heard in the Eastern and Western districts of Texas, which are known for their large patent lawsuit workloads. The disputes also include cases related to battery technologies and electric motorcycles.","Apple, Samsung, Charter Highlight Texas Patent Trials in 2026. Texas will host several high-profile patent infringement trials in 2026, featuring major companies like Apple Inc., Samsung Electronics Co., and Charter Communications Inc. These cases will be heard in the Eastern and Western districts of Texas, which are known for their large patent lawsuit workloads. The disputes also include cases related to battery technologies and electric motorcycles.",-0.207003,Somewhat-Bearish,1.0,-0.287367,Somewhat-Bearish,-0.287367,Somewhat-Bearish,alpha_vantage_ticker_sentiment,negative,,2025-12-30,True
AAPL,2025-12-30 11:12:38,2025-12-30,MarketBeat,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-profit-investment-management-llc-lowers-stock-position-in-apple-inc-aapl-2025-12-30/,Profit Investment Management LLC Lowers Stock Position in Apple Inc. $AAPL,"Profit Investment Management LLC reduced its stake in Apple Inc. by 34.9% during Q3, selling 2,686 shares and retaining 5,014 shares valued at $1.277 million. Despite this, institutional ownership of Apple is strong at 67.73%, and analysts maintain a ""Moderate Buy"" consensus with an average price target of $283.92. While Apple reported an earnings beat and strong revenue, insider selling could impact near-term sentiment.","Profit Investment Management LLC Lowers Stock Position in Apple Inc. $AAPL. Profit Investment Management LLC reduced its stake in Apple Inc. by 34.9% during Q3, selling 2,686 shares and retaining 5,014 shares valued at $1.277 million. Despite this, institutional ownership of Apple is strong at 67.73%, and analysts maintain a ""Moderate Buy"" consensus with an average price target of $283.92. While Apple reported an earnings beat and strong revenue, insider selling could impact near-term sentiment.",0.281573,Somewhat-Bullish,1.0,0.292777,Somewhat-Bullish,0.292777,Somewhat-Bullish,alpha_vantage_ticker_sentiment,positive,,2025-12-30,True
AAPL,2025-12-30 11:26:00,2025-12-30,Seeking Alpha,Seeking Alpha,https://seekingalpha.com/article/4856408-mp-materials-lets-not-get-ahead-of-ourselves-here-too-much,MP Materials: Let’s Not Get Ahead Of Ourselves Here Too Much (NYSE:MP),"MP Materials, a vertically integrated U.S. rare earth miner, benefits from government backing and supply agreements with major entities like the DoD, Apple, and GM. Despite its operational progress and strategic positioning, the company trades at a high valuation of 44x FWD EV/EBITDA, with profitability concerns due to debt and reliance on government contracts. The author rates MP as a hold, citing valuation and bottom-line risks.","MP Materials: Let’s Not Get Ahead Of Ourselves Here Too Much (NYSE:MP). MP Materials, a vertically integrated U.S. rare earth miner, benefits from government backing and supply agreements with major entities like the DoD, Apple, and GM. Despite its operational progress and strategic positioning, the company trades at a high valuation of 44x FWD EV/EBITDA, with profitability concerns due to debt and reliance on government contracts. The author rates MP as a hold, citing valuation and bottom-line risks.",-0.060708,Neutral,0.635493,0.107228,Neutral,0.107228,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
AAPL,2025-12-30 11:28:13,2025-12-30,Finviz,Finviz,https://finviz.com/news/264042/jpmorgan-chase-is-getting-new-strategic-leadership-courtesy-of-berkshire-hathaway,"JPMorgan Chase Is Getting New Strategic Leadership, Courtesy of Berkshire Hathaway","Todd Combs, once considered a potential successor to Warren Buffett, is leaving Berkshire Hathaway to join JPMorgan Chase. He will lead the strategic investment group within JPMorgan's new Security and Resiliency Initiative (SRI), tasked with allocating $10 billion to companies vital to national interest. This move highlights a significant shift for both companies, with Combs bringing his investment acumen to JPMorgan's new strategic program.","JPMorgan Chase Is Getting New Strategic Leadership, Courtesy of Berkshire Hathaway. Todd Combs, once considered a potential successor to Warren Buffett, is leaving Berkshire Hathaway to join JPMorgan Chase. He will lead the strategic investment group within JPMorgan's new Security and Resiliency Initiative (SRI), tasked with allocating $10 billion to companies vital to national interest. This move highlights a significant shift for both companies, with Combs bringing his investment acumen to JPMorgan's new strategic program.",0.237634,Somewhat-Bullish,0.636854,0.217494,Somewhat-Bullish,0.217494,Somewhat-Bullish,alpha_vantage_ticker_sentiment,positive,,2025-12-30,True
AAPL,2025-12-30 12:08:45,2025-12-30,MarketBeat,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-waypoint-wealth-counsel-grows-stock-holdings-in-intel-corporation-intc-2025-12-30/,waypoint wealth counsel Grows Stock Holdings in Intel Corporation $INTC,"waypoint wealth counsel significantly increased its stake in Intel Corporation by 100.8% in Q3, now owning 27,803 shares valued at approximately $933,000. Despite Intel's operational progress and a Q3 earnings beat, Wall Street analysts maintain a ""Reduce"" consensus rating with an average target price of $34.84, while the stock trades near $36.68. Recent news includes a $5 billion private purchase of Intel shares by Nvidia and emerging reports of ""Fab 52"" plans supporting Intel's foundry ambitions, contributing to mixed sentiment.","waypoint wealth counsel Grows Stock Holdings in Intel Corporation $INTC. waypoint wealth counsel significantly increased its stake in Intel Corporation by 100.8% in Q3, now owning 27,803 shares valued at approximately $933,000. Despite Intel's operational progress and a Q3 earnings beat, Wall Street analysts maintain a ""Reduce"" consensus rating with an average target price of $34.84, while the stock trades near $36.68. Recent news includes a $5 billion private purchase of Intel shares by Nvidia and emerging reports of ""Fab 52"" plans supporting Intel's foundry ambitions, contributing to mixed sentiment.",0.235792,Somewhat-Bullish,0.605806,0.110801,Neutral,0.110801,Neutral,alpha_vantage_ticker_sentiment,neutral,,2025-12-30,True
